AP_Rnk,PS_Rnk,KP_Rank,TournamentYear,TeamID,TS_Team,Auto_Bid,KP_Conference,TS_GP,STA_W,STA_L,STA_Pct,STA_Conf_W,STA_Conf_L,STA_Conf_Pct,STA_Home_W,STA_Home_L,STA_Away_W,STA_Away_L,STA_Neutral_W,STA_Neutral_L,STA_Top25_W,STA_Top25_L,STA_Conf_PF,STA_Conf_PA,STA_Conf_PPG,STA_Conf_PAPG,STA_PF,STA_PA,STA_PPG,STA_PAPG,TS_FGM,TS_FGA,TS_FG%,TS_3PM,TS_3PA,TS_3P%,TS_FTM,TS_FTA,TS_FT%,KP_Ajusted_Efficiency_Margin,KP_Adjusted_Offensive_Efficiency,KP_AOE_Rk,KP_Adjusted_Defensive_Efficiency,KP_ADE_Rk,KP_Adjusted_Tempo,KP_AT_Rk,KP_Luck,KP_Luck_Rk,KP_Strength_of_Schedule,KP_SOS_Rk,KP_Non-Conference_Strength_of_Schedule,KP_NCSOS_Rk,KP_Average_Opponents_Offensive_Efficiency,KP_AOOE_Rk,KP_Average_Opponents_Defensive_Efficiency,KP_AODE_Rk,Round,Round_Number,Team,Seed,Opponent,OppSeed,PF,PA,WL,Won_Game,OppTeamID,Opp_AP_Rnk,Opp_PS_Rnk,Opp_KP_Rank,Opp_TeamID,Opp_TS_Team,Opp_KP_Conference,Opp_TS_GP,Opp_STA_W,Opp_STA_L,Opp_STA_Pct,Opp_STA_Conf_W,Opp_STA_Conf_L,Opp_STA_Conf_Pct,Opp_STA_Home_W,Opp_STA_Home_L,Opp_STA_Away_W,Opp_STA_Away_L,Opp_STA_Neutral_W,Opp_STA_Neutral_L,Opp_STA_Top25_W,Opp_STA_Top25_L,Opp_STA_Conf_PF,Opp_STA_Conf_PA,Opp_STA_Conf_PPG,Opp_STA_Conf_PAPG,Opp_STA_PF,Opp_STA_PA,Opp_STA_PPG,Opp_STA_PAPG,Opp_TS_FGM,Opp_TS_FGA,Opp_TS_FG%,Opp_TS_3PM,Opp_TS_3PA,Opp_TS_3P%,Opp_TS_FTM,Opp_TS_FTA,Opp_TS_FT%,Opp_KP_Ajusted_Efficiency_Margin,Opp_KP_Adjusted_Offensive_Efficiency,Opp_KP_AOW_Rk,Opp_KP_Adjusted_Defensive_Efficiency,Opp_KP_ADE_Rk,Opp_KP_Adjusted_Tempo,Opp_KP_AT_Rk,Opp_KP_Luck,Opp_KP_Luck_Rk,Opp_KP_Strength_of_Schedule,Opp_KP_SOS_Rk,Opp_KP_Non-Conference_Strength_of_Schedule,Opp_KP_NCSOS_Rk,Opp_KP_Average_Opponents_Offensive_Efficiency,Opp_KP_AOOE_Rk,Opp_KP_Average_Opponents_Defensive_Efficiency,Opp_KP_AODE_Rk,GameID
,,46,2018,104,NC State,0,ACC,32,21,11,0.656,11,7,0.611,16,3,4,5,1,4,5,3,1394,1382,77.44444444,76.77777778,2682,2477,81.27272727,75.06060606,937,1993,0.47,252,677,0.372,473,676,0.7,14.52,116.3,21,101.8,109,71.4,38,-0.001,178,7.71,55,-9.71,342,108.6,62,100.9,39,First Round,1,North Carolina St.,9,Seton Hall,8,83,94,L,0,117,,23,26,117,Seton Hall,BE,32,21,11,0.656,10,8,0.556,14,3,5,6,3,3,3,5,1407,1398,78.16666667,77.66666667,2701,2512,79.44117647,73.88235294,914,1951,0.468,233,640,0.364,467,674,0.693,18.04,116.9,17,98.8,62,69.5,103,-0.028,260,10.12,21,0,157,110.5,27,100.4,24,85
,,33,2018,182,Virginia Tech,0,ACC,32,21,11,0.656,10,8,0.556,14,4,6,5,1,3,4,3,1299,1311,72.16666667,72.83333333,2634,2382,79.81818182,72.18181818,901,1811,0.498,280,727,0.385,469,661,0.71,16.03,115.3,28,99.3,70,68.7,147,-0.018,229,7.91,53,-9.76,344,109.2,47,101.3,52,First Round,1,Virginia Tech,8,Alabama,9,83,86,L,0,65,,,57,65,Alabama,SEC,34,19,15,0.559,8,10,0.444,12,5,2,8,6,3,6,3,1242,1226,69,68.11111111,2604,2543,72.33333333,70.63888889,860,1877,0.458,217,669,0.324,523,778,0.672,13.41,108.7,106,95.2,20,68.7,151,0.017,130,11.17,8,2.54,84,110.9,19,99.7,7,86
20,,14,2018,299,Clemson,0,ACC,32,23,9,0.719,11,7,0.611,15,1,4,6,6,3,4,5,1255,1208,69.72222222,67.11111111,2584,2307,73.82857143,65.91428571,809,1786,0.453,266,726,0.366,461,609,0.757,21.65,114.2,44,92.6,7,66.1,274,-0.009,203,10.22,20,-1.91,214,110.6,26,100.4,23,First Round,1,Clemson,5,New Mexico St.,12,79,68,W,1,119,,,60,119,New Mexico State,WAC,34,28,5,0.824,12,2,0.857,14,1,8,3,6,2,1,2,1088,876,77.71,62.57,2572,2183,77.9394,66.1515,939,2042,0.46,249,748,0.333,377,586,0.643,12.92,107.9,116,95,16,68.5,165,0.027,106,-1.4,174,3.7,66,104,193,105.4,157,89
22,13,37,2018,256,Miami,0,ACC,31,22,9,0.71,11,7,0.611,11,3,8,4,3,3,3,4,1328,1319,73.77777778,73.27777778,2361,2173,73.78125,67.90625,850,1832,0.464,243,669,0.363,354,534,0.663,15.43,112.9,53,97.4,48,67,233,0.017,128,8.08,52,-3.82,284,109.1,52,101,42,First Round,1,Miami (FL),6,Loyola (IL),11,62,64,L,0,157,,,31,157,Loyola Chicago,MVC,33,28,5,0.848,15,3,0.833,14,1,9,4,9,1,4,1,1296,1109,72,61.61111111,2721,2377,71.60526316,62.55263158,869,1714,0.507,246,618,0.398,406,561,0.724,16.39,111.4,63,95,17,65.5,307,0.077,22,2.48,99,-5.47,315,104.8,156,102.3,72,90
,,41,2018,155,Syracuse,0,ACC,33,20,13,0.606,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666667,2466,2360,66.64864865,63.78378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58,First Round,1,Syracuse,11,TCU,6,57,52,W,1,291,,,24,291,TCU,B12,32,21,11,0.656,9,9,0.5,15,3,3,7,3,2,2,7,1464,1412,81.33333333,78.44444444,2708,2487,82.06060606,75.36363636,960,1925,0.499,271,677,0.4,465,657,0.708,18.47,119.7,9,101.2,100,68.6,160,-0.067,322,9.67,29,-0.82,178,110.7,24,101,43,92
1,,2,2018,349,Virginia,1,ACC,33,31,2,0.939,17,1,0.944,16,1,10,1,5,1,5,1,1154,955,64.11111111,53.05555556,2283,1836,67.14705882,54,825,1788,0.461,243,623,0.39,336,443,0.758,29.53,115.2,30,85.6,1,59.4,351,0.048,66,9.24,37,-0.08,158,110,33,100.7,33,First Round,1,Virginia,1,UMBC,16,54,74,L,0,162,,,166,162,UMBC,AE,34,24,10,0.706,12,4,0.75,15,2,9,7,1,2,1,1,1096,1060,68.5,66.25,2630,2466,73.05555556,68.5,886,1993,0.445,346,894,0.387,395,609,0.649,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,-3.55,277,102.7,267,107.1,259,68
,,167,2018,139,Lipscomb,1,ASun,32,23,9,0.719,10,4,0.714,13,2,10,7,0,1,0,3,1203,1142,85.92857143,81.57142857,2708,2564,82.06060606,77.6969697,901,1976,0.456,260,785,0.331,580,811,0.715,0.43,103.2,203,102.8,125,74.9,5,0.112,7,-4.31,267,5.84,30,103.2,235,107.5,278,First Round,1,Lipscomb,15,North Carolina,2,66,84,L,0,281,10,9,8,281,North Carolina,ACC,35,25,10,0.714,11,7,0.611,12,3,7,5,7,3,5,6,1452,1360,80.66666667,75.55555556,3018,2711,81.56756757,73.27027027,1048,2279,0.46,290,796,0.364,483,652,0.741,23.59,120.3,6,96.7,38,71.2,46,-0.011,207,13.26,1,7.58,17,111.6,5,98.3,1,80
4,4,9,2018,169,Kansas,1,B12,34,27,7,0.794,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555556,75.05555556,3174,2803,81.38461538,71.87179487,1024,2058,0.498,345,857,0.403,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,First Round,1,Kansas,1,Penn,16,76,60,W,1,335,,,125,335,Pennsylvania,Ivy,32,24,8,0.75,12,2,0.857,13,3,9,4,2,2,0,2,1068,967,76.28571429,69.07142857,2506,2274,75.93939394,68.90909091,847,1840,0.46,272,783,0.347,412,621,0.663,3.69,103.1,208,99.4,72,68.9,132,0.076,24,-4.15,261,-2.98,249,103.7,209,107.8,296,95
15,11,12,2018,232,West Virginia,0,B12,34,24,10,0.706,11,7,0.611,14,3,5,5,7,3,5,6,1400,1293,77.77777778,71.83333333,2964,2575,80.10810811,69.59459459,944,2176,0.434,299,847,0.353,520,679,0.766,22.44,119.4,10,96.9,41,69.2,120,-0.014,214,10.59,16,-4.72,299,109.9,38,99.3,2,First Round,1,West Virginia,5,Murray St.,12,85,68,W,1,72,,,62,72,Murray State,OVC,31,26,5,0.839,16,2,0.889,14,2,10,3,2,1,0,1,1407,1179,78.16666667,65.5,2515,2117,78.59375,66.15625,849,1752,0.485,264,696,0.379,485,664,0.73,12.19,112.9,54,100.7,93,67.2,222,0,176,-3.56,243,-0.99,185,102.9,253,106.4,222,98
,,24,2018,291,TCU,0,B12,32,21,11,0.656,9,9,0.5,15,3,3,7,3,2,2,7,1464,1412,81.33333333,78.44444444,2708,2487,82.06060606,75.36363636,960,1925,0.499,271,677,0.4,465,657,0.708,18.47,119.7,9,101.2,100,68.6,160,-0.067,322,9.67,29,-0.82,178,110.7,24,101,43,First Round,1,TCU,6,Syracuse,11,52,57,L,0,155,,,41,155,Syracuse,ACC,33,20,13,0.606,8,10,0.444,14,5,4,6,5,3,2,8,1161,1173,64.5,65.16666667,2466,2360,66.64864865,63.78378378,751,1796,0.418,193,600,0.322,534,721,0.741,14.82,107,135,92.2,5,62.9,345,0.021,119,9.81,27,-0.2,163,111.3,9,101.5,58,92
,,48,2018,251,Oklahoma,0,B12,32,18,13,0.563,8,10,0.444,13,2,2,9,3,3,6,4,1461,1510,81.16666667,83.88888889,2718,2614,84.9375,81.6875,925,1993,0.464,296,816,0.363,494,660,0.748,14.16,114.6,37,100.5,85,75.5,4,-0.008,198,11.68,5,2.13,96,111.3,11,99.6,6,First Round,1,Oklahoma,10,Rhode Island,7,78,83,L,0,227,,,52,227,Rhode Island,A10,32,25,7,0.781,15,3,0.833,15,1,7,4,4,3,1,1,1379,1209,76.61111111,67.16666667,2583,2338,75.97058824,68.76470588,879,1904,0.462,210,600,0.35,413,580,0.712,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,3.83,64,107.6,75,104.1,107,79
14,,11,2018,242,Texas Tech,0,B12,33,24,9,0.727,11,7,0.611,17,1,4,6,6,3,8,5,1297,1233,72.05555556,68.5,2759,2397,74.56756757,64.78378378,863,1860,0.464,232,634,0.366,525,749,0.701,22.59,113.3,50,90.8,4,66.7,247,-0.007,195,10.31,19,-5.24,309,110.7,23,100.4,25,First Round,1,Texas Tech,3,Stephen F. Austin,14,70,60,W,1,37,,,112,37,Stephen F. Austin,Slnd,34,28,6,0.824,14,4,0.778,16,1,9,5,3,1,0,1,1442,1239,80.11111111,68.83333333,2819,2386,80.54285714,68.17142857,982,2012,0.488,237,637,0.372,558,791,0.705,5.58,104.5,181,99,64,71.1,49,0.031,97,-7.16,319,-2.26,225,100.6,330,107.8,293,102
,,42,2018,323,Kansas State,0,B12,33,22,11,0.667,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71,71.94444444,2630,2478,71.08108108,66.97297297,854,1811,0.472,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111,14,101.6,59,First Round,1,Kansas St.,9,Creighton,8,69,59,W,1,38,,,30,38,Creighton,BE,32,21,11,0.656,10,8,0.556,16,2,4,7,1,3,4,6,1427,1398,79.27777778,77.66666667,2756,2444,83.51515152,74.06060606,985,1982,0.497,334,889,0.376,393,526,0.747,16.91,115.5,25,98.6,58,70.8,57,-0.028,259,9.4,33,-4.2,292,110.8,21,101.4,54,104
,,36,2018,320,Texas,0,B12,33,19,14,0.576,8,10,0.444,13,4,4,7,2,4,5,8,1279,1317,71.05555556,73.16666667,2450,2338,72.05882353,68.76470588,851,1943,0.438,234,742,0.315,431,645,0.668,15.43,109.5,89,94.1,12,65.2,316,-0.03,263,11.77,3,2.05,99,111.4,8,99.6,5,First Round,1,Texas,10,Nevada,7,83,87,L,0,69,24,,25,69,Nevada,MWC,34,27,7,0.794,15,3,0.833,14,1,12,3,3,4,1,1,1522,1346,84.55555556,74.77777778,3055,2703,82.56756757,73.05405405,963,2056,0.468,330,830,0.398,569,762,0.747,18.39,120.2,7,101.8,108,69.4,105,-0.026,255,5.13,74,3.61,67,107,87,101.8,63,107
18,5,17,2018,190,Kentucky,1,SEC,34,24,10,0.706,10,8,0.556,16,2,4,6,6,3,2,4,1323,1294,73.5,71.8888889,2840,2599,83.53,76.44,895,1908,0.469,178,497,0.358,564,814,0.693,20.44,115.8,24,95.4,22,68.8,146,-0.008,199,10.91,12,4.67,44,110.8,22,99.8,11,First Round,1,Kentucky,5,Davidson,12,78,73,W,1,280,,,43,280,Davidson,A10,32,21,11,0.656,13,5,0.722,11,2,6,8,4,2,2,4,1356,1161,75.33333333,64.5,2519,2240,76.33333333,67.87878788,856,1763,0.486,336,856,0.393,340,428,0.794,14.7,117,16,102.3,120,64.5,332,-0.063,318,2.11,104,1.33,121,105.6,116,103.5,91,77
2,6,1,2018,208,Villanova,1,BE,34,30,4,0.882,14,4,0.778,12,1,9,3,15,0,7,0,1584,1374,88,76.33333333,3463,2807,86.575,70.175,1055,2092,0.504,388,975,0.398,462,599,0.771,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,3.98,61,111.3,10,100,12,First Round,1,Villanova,1,Radford,16,87,61,W,1,237,,,170,237,Radford,BSth,34,22,12,0.647,12,6,0.667,11,2,7,10,5,1,0,1,1245,1156,69.16666667,64.22222222,2422,2336,67.27777778,64.88888889,802,1882,0.426,263,752,0.35,423,585,0.723,0.07,102.9,212,102.9,127,63,344,0.063,45,-4.03,255,3.49,71,102.8,259,106.9,249,109
,,30,2018,38,Creighton,0,BE,32,21,11,0.656,10,8,0.556,16,2,4,7,1,3,4,6,1427,1398,79.27777778,77.66666667,2756,2444,83.51515152,74.06060606,985,1982,0.497,334,889,0.376,393,526,0.747,16.91,115.5,25,98.6,58,70.8,57,-0.028,259,9.4,33,-4.2,292,110.8,21,101.4,54,First Round,1,Creighton,8,Kansas St.,9,59,69,L,0,323,,,42,323,Kansas State,B12,33,22,11,0.667,10,8,0.556,14,4,6,5,5,3,3,7,1278,1295,71,71.94444444,2630,2478,71.08108108,66.97297297,854,1811,0.472,229,666,0.344,451,607,0.743,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,-6.5,324,111,14,101.6,59,104
,,20,2018,167,Butler,0,BE,33,20,13,0.606,9,9,0.5,14,3,3,7,4,4,1,8,1458,1384,81,76.88888889,2763,2540,78.94285714,72.57142857,964,2041,0.472,270,759,0.356,413,536,0.771,19.05,116.2,22,97.2,45,67.6,207,-0.047,290,11.21,7,0.11,154,112,1,100.8,34,First Round,1,Butler,10,Arkansas,7,79,62,W,1,220,,,44,220,Arkansas,SEC,34,23,11,0.676,10,8,0.556,15,2,3,7,5,3,5,2,1396,1406,77.55555556,78.11111111,2819,2647,80.54285714,75.62857143,985,2063,0.477,265,661,0.401,522,770,0.678,14.69,116.3,20,101.7,106,69.7,91,0.059,56,9.9,25,0.87,141,110.5,28,100.6,27,112
,23,26,2018,117,Seton Hall,0,BE,32,21,11,0.656,10,8,0.556,14,3,5,6,3,3,3,5,1407,1398,78.16666667,77.66666667,2701,2512,79.44117647,73.88235294,914,1951,0.468,233,640,0.364,467,674,0.693,18.04,116.9,17,98.8,62,69.5,103,-0.028,260,10.12,21,0,157,110.5,27,100.4,24,First Round,1,Seton Hall,8,North Carolina St.,9,94,83,W,1,104,,,46,104,NC State,ACC,32,21,11,0.656,11,7,0.611,16,3,4,5,1,4,5,3,1394,1382,77.44444444,76.77777778,2682,2477,81.27272727,75.06060606,937,1993,0.47,252,677,0.372,473,676,0.7,14.52,116.3,21,101.8,109,71.4,38,-0.001,178,7.71,55,-9.71,342,108.6,62,100.9,39,85
,,63,2018,125,Providence,0,BE,34,21,13,0.618,10,8,0.556,13,4,4,7,4,3,3,5,1310,1342,72.77777778,74.55555556,2575,2544,73.57142857,72.68571429,872,1975,0.442,217,651,0.333,545,775,0.703,12.17,108.9,100,96.7,36,67.1,227,0.074,28,10.58,17,-1.38,193,111.6,4,101.1,45,First Round,1,Providence,10,Texas A&M,7,69,73,L,0,343,,25,29,343,Texas A&M,SEC,32,20,12,0.625,9,9,0.5,13,3,4,7,5,3,5,4,1283,1311,71.27777778,72.83333333,2631,2467,75.17142857,70.48571429,887,1942,0.457,211,645,0.327,415,622,0.667,16.96,111.3,66,94.4,14,69.5,101,0.014,140,11.69,4,5.12,37,111.8,2,100.1,15,114
,,72,2018,304,Montana,1,BSky,33,26,7,0.788,16,2,0.889,14,0,8,6,4,2,0,1,1447,1207,80.38888889,67.05555556,2625,2329,77.20588235,68.5,926,1965,0.471,183,534,0.343,543,769,0.706,10.4,108.8,101,98.4,56,68,185,0,175,-1.96,186,2.09,98,104,192,106,192,First Round,1,Montana,14,Michigan,3,47,61,L,0,160,7,,7,160,Michigan,B10,35,28,7,0.8,13,5,0.722,15,1,6,5,12,2,5,4,1280,1181,71.11111111,65.61111111,3019,2596,73.63414634,63.31707317,943,2003,0.471,320,868,0.369,400,607,0.659,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,-4.83,301,111.4,7,101.1,47,115
23,8,22,2018,219,Florida,0,SEC,32,20,12,0.625,11,7,0.611,12,5,5,4,4,4,6,3,1277,1196,70.9444,66.4444,2577,2353,80.5313,73.5313,841,1937,0.434,292,778,0.375,460,640,0.719,18.96,114.5,41,95.5,24,67.1,226,-0.059,310,10.74,13,4.57,46,110.2,31,99.5,4,First Round,1,Florida,6,St. Bonaventure,11,77,62,W,1,261,,,68,261,St. Bonaventure,A10,32,25,7,0.781,14,4,0.778,13,1,9,4,4,3,1,1,1434,1330,79.66666667,73.88888889,2620,2407,77.05882353,70.79411765,844,1851,0.456,248,623,0.398,557,739,0.754,11.21,110.8,74,99.5,74,69.4,104,0.078,21,2.8,94,1.17,127,107,86,104.2,111,76
,,170,2018,237,Radford,1,BSth,34,22,12,0.647,12,6,0.667,11,2,7,10,5,1,0,1,1245,1156,69.16666667,64.22222222,2422,2336,67.27777778,64.88888889,802,1882,0.426,263,752,0.35,423,585,0.723,0.07,102.9,212,102.9,127,63,344,0.063,45,-4.03,255,3.49,71,102.8,259,106.9,249,First Round,1,Radford,16,Villanova,1,61,87,L,0,208,2,6,1,208,Villanova,BE,34,30,4,0.882,14,4,0.778,12,1,9,3,15,0,7,0,1584,1374,88,76.33333333,3463,2807,86.575,70.175,1055,2092,0.504,388,975,0.398,462,599,0.771,33.76,127.8,1,94,11,68.7,150,-0.018,225,11.31,6,3.98,61,111.3,10,100,12,109
5,2,6,2018,78,Michigan State,0,B10,33,29,4,0.879,16,2,0.889,16,1,8,1,6,3,3,2,1377,1191,76.5,66.16666667,2807,2271,80.2,64.88571429,943,1872,0.504,277,671,0.413,509,678,0.751,25.41,119.2,13,93.8,10,67,234,0.038,83,6.64,62,-5.03,303,108.6,63,101.9,65,First Round,1,Michigan St.,3,Bucknell,14,82,78,W,1,185,,,97,185,Bucknell,Pat,34,25,9,0.735,16,2,0.889,15,1,10,8,0,1,0,2,1438,1196,79.88888889,66.44444444,2837,2559,81.05714286,73.11428571,942,1995,0.472,269,784,0.343,606,844,0.718,7.31,109.5,90,102.2,116,71.4,40,0.006,160,-4.35,268,5.79,31,102.8,260,107.1,264,118
7,,7,2018,160,Michigan,1,B10,35,28,7,0.8,13,5,0.722,15,1,6,5,12,2,5,4,1280,1181,71.11111111,65.61111111,3019,2596,73.63414634,63.31707317,943,2003,0.471,320,868,0.369,400,607,0.659,24.2,114.7,35,90.5,3,64.9,324,0.052,61,10.32,18,-4.83,301,111.4,7,101.1,47,First Round,1,Michigan,3,Montana,14,61,47,W,1,304,,,72,304,Montana,BSky,33,26,7,0.788,16,2,0.889,14,0,8,6,4,2,0,1,1447,1207,80.38888889,67.05555556,2625,2329,77.20588235,68.5,926,1965,0.471,183,534,0.343,543,769,0.706,10.4,108.8,101,98.4,56,68,185,0,175,-1.96,186,2.09,98,104,192,106,192,115
17,,16,2018,163,Ohio State,0,B10,32,24,8,0.75,15,3,0.833,16,2,6,2,3,5,2,4,1335,1168,74.16666667,64.88888889,2591,2297,76.20588235,67.55882353,894,1842,0.485,216,612,0.353,422,581,0.726,21.16,116,23,94.9,15,67,238,0.02,124,8.75,44,0.26,151,109.8,40,101.1,46,First Round,1,Ohio St.,5,South Dakota St.,12,81,73,W,1,2,,,78,2,South Dakota State,Sum,34,28,6,0.824,13,1,0.929,15,0,8,4,5,3,0,3,1187,1047,84.78571429,74.78571429,2958,2599,84.51428571,74.25714286,979,2084,0.47,361,896,0.403,566,745,0.76,10.2,113.8,47,103.6,150,70.5,61,0.097,13,-0.09,141,3.59,68,105.8,113,105.9,188,123
,,27,2018,193,Florida State,0,ACC,31,20,11,0.645,9,9,0.5,13,2,4,7,6,3,5,5,1440,1450,80,80.555556,2806,2551,80.1714,72.8857,906,1912,0.474,248,706,0.351,473,691,0.685,17.77,114.3,43,96.5,33,71.2,45,-0.029,261,9.27,36,-6.91,330,109.6,45,100.3,20,First Round,1,Florida St.,9,Missouri,8,67,54,W,1,315,,,40,315,Missouri,SEC,32,20,12,0.625,10,8,0.556,13,3,5,6,2,4,3,2,1259,1252,69.94444444,69.55555556,2399,2246,72.6969697,68.06060606,778,1716,0.453,298,775,0.385,491,667,0.736,14.83,111.9,58,97,43,65.7,296,-0.025,249,9.55,32,1.07,132,109.8,41,100.2,19,124
,,162,2018,255,CSU Fullerton,1,BW,31,20,11,0.645,10,6,0.625,10,4,7,7,3,1,0,3,1189,1138,74.3125,71.125,2318,2245,72.4375,70.15625,786,1671,0.47,163,482,0.338,535,729,0.734,0.62,103.7,192,103.1,133,69.6,98,0.097,14,-1.2,167,2.76,83,103.8,204,105,139,First Round,1,Cal St. Fullerton,15,Purdue,2,48,74,L,0,203,11,20,5,203,Purdue,B10,34,28,6,0.824,15,3,0.833,16,1,8,2,6,4,3,4,1379,1193,76.61111111,66.27777778,2974,2431,80.37837838,65.7027027,958,1928,0.497,326,776,0.42,517,696,0.743,26.27,122.7,2,96.4,31,67.2,223,0.006,163,9.02,41,0.69,144,109.1,51,100.1,14,117
,,115,2018,136,Charleston,1,CAA,33,26,7,0.788,14,4,0.778,14,0,8,6,4,2,0,2,1412,1305,78.44444444,72.5,2536,2331,74.58823529,68.55882353,852,1853,0.46,254,698,0.364,520,685,0.759,5.16,108.7,105,103.6,149,64.9,323,0.035,91,-4.06,257,-7.64,337,104.8,153,108.9,332,First Round,1,Col. of Charleston,13,Auburn,4,58,62,L,0,129,19,,23,129,Auburn,SEC,32,25,7,0.781,13,5,0.722,15,1,7,4,4,3,2,1,1477,1330,82.05555556,73.88888889,2783,2488,81.85294118,73.17647059,868,1977,0.439,312,852,0.366,620,789,0.786,18.69,115.4,26,96.7,37,72.6,18,0.034,94,7.52,57,-1.86,211,108.8,58,101.3,51,127
,,105,2018,73,Marshall,1,CUSA,34,24,10,0.706,12,6,0.667,15,2,6,8,4,1,2,2,1458,1383,81,76.83333333,3017,2849,83.80555556,79.13888889,992,2116,0.469,341,963,0.354,540,704,0.767,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,-7,333,105.6,118,105.5,164,First Round,1,Marshall,13,Wichita St.,4,81,75,W,1,148,16,7,21,148,Wichita State,Amer,32,25,7,0.781,14,4,0.778,13,3,9,2,3,3,2,3,1464,1275,81.33333333,70.83333333,2731,2364,82.75757576,71.63636364,930,1944,0.478,292,758,0.385,504,683,0.738,19.03,121,4,101.9,111,68.6,162,-0.026,254,5.13,73,1.55,114,107.3,79,102.2,70,70
,,133,2018,3,Wright State,1,Horz,34,25,9,0.735,14,4,0.778,14,2,8,7,3,1,0,1,1327,1203,73.72222222,66.83333333,2500,2307,71.42857143,65.91428571,854,1959,0.436,233,682,0.342,512,714,0.717,2.89,100.6,249,97.7,51,68.3,176,0.074,27,-3.79,250,2.23,92,102.7,266,106.5,228,First Round,1,Wright St.,14,Tennessee,3,47,73,L,0,318,13,,13,318,Tennessee,SEC,33,25,8,0.758,13,5,0.722,13,2,8,4,5,3,3,2,1310,1220,72.77777778,67.77777778,2584,2301,73.82857143,65.74285714,810,1835,0.441,249,648,0.384,508,673,0.755,22.27,114.6,36,92.4,6,66,282,0.019,125,11.01,11,7.1,20,111.2,13,100.2,18,128
,,125,2018,335,Pennsylvania,1,Ivy,32,24,8,0.75,12,2,0.857,13,3,9,4,2,2,0,2,1068,967,76.28571429,69.07142857,2506,2274,75.93939394,68.90909091,847,1840,0.46,272,783,0.347,412,621,0.663,3.69,103.1,208,99.4,72,68.9,132,0.076,24,-4.15,261,-2.98,249,103.7,209,107.8,296,First Round,1,Penn,16,Kansas,1,60,76,L,0,169,4,4,9,169,Kansas,B12,34,27,7,0.794,13,5,0.722,14,4,7,3,10,1,8,4,1396,1351,77.55555556,75.05555556,3174,2803,81.38461538,71.87179487,1024,2058,0.498,345,857,0.403,378,540,0.7,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,3.55,70,111.7,3,99.3,3,95
,,137,2018,351,Iona,1,MAAC,33,20,13,0.606,11,7,0.611,8,3,7,8,5,3,0,1,1503,1417,83.5,78.72222222,2702,2602,79.47058824,76.52941176,931,2017,0.462,319,822,0.388,452,612,0.739,2.63,110,80,107.3,218,70.7,58,-0.008,196,-2.12,195,2.14,95,103.1,240,105.2,151,First Round,1,Iona,15,Duke,2,67,89,L,0,27,9,1,3,27,Duke,ACC,33,26,7,0.788,13,5,0.722,15,1,6,5,8,2,6,4,1421,1219,78.94444444,67.72222222,3121,2576,84.35135135,69.62162162,1008,2044,0.493,274,725,0.378,505,713,0.708,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,4.09,58,110.4,30,99.8,10,83
,,67,2018,20,Buffalo,1,MAC,33,25,8,0.758,15,3,0.833,14,1,8,5,5,3,1,3,1586,1362,88.11111111,75.66666667,3047,2742,84.63888889,76.16666667,1045,2206,0.474,329,887,0.371,464,666,0.697,11.53,114.7,34,103.2,135,72.7,16,0.006,158,-0.06,140,3.87,62,105.1,145,105.2,147,First Round,1,Buffalo,13,Arizona,4,89,68,W,1,81,12,3,28,81,Arizona,P12,34,27,7,0.794,14,4,0.778,15,1,8,3,4,4,3,1,1429,1302,79.38888889,72.33333333,2818,2509,80.51428571,71.68571429,980,1939,0.505,235,624,0.377,555,730,0.76,17.7,118,15,100.4,83,67.1,224,0.036,88,5.96,68,2.51,86,108.5,65,102.5,73,130
